"Cancer","Gene","cosine"
"Colorectal cancer","C1R",0.00464192903207717
"Esophageal cancer","PERP",0.00464060435206645
"Colorectal cancer","PFDN4",0.00464053739325402
"Colorectal cancer","ARL1",0.0046405101258098
"Bile duct cancer","INS",0.00463982284611711
"Stomach cancer","MUC13",0.00463876059426054
"Esophageal cancer","MID1",0.00463855247586292
"Esophageal cancer","TCF7L2",0.0046374639085212
"Stomach cancer","ADAM23",0.00463553612055503
"Colorectal cancer","CLEC3B",0.00463531401620432
"Stomach cancer","CASP9",0.00463527181683968
"Colorectal cancer","PERP",0.00463493976514421
"Liver cancer","CYTL1",0.00463198246603416
"Bile duct cancer","WWTR1",0.00463116034411157
"Liver cancer","EGFL7",0.00463015132533053
"Liver cancer","TSC2",0.00462942153863427
"Colorectal cancer","SYP",0.00462814208302248
"Colorectal cancer","E2F1",0.00462674030899422
"Liver cancer","SERPINB1",0.00462626314070656
"Liver cancer","SMUG1",0.00462625777021407
"Stomach cancer","KIAA1524",0.0046248408730343
"Colorectal cancer","DDIT4",0.00462204790108322
"Pancreatic Cancer","PWP1",0.00462096982047409
"Pancreatic Cancer","HNRNPC",0.00462096982047409
"Pancreatic Cancer","ILF3",0.00462096982047409
"Pancreatic Cancer","ILF2",0.00462096982047409
"Pancreatic Cancer","ATAT1",0.00462096982047409
"Stomach cancer","IRF1",0.00462013556309526
"Colorectal cancer","ABCC3",0.00461959442388896
"Pancreatic Cancer","EFNA2",0.00461817594291057
"Esophageal cancer","PNKD",0.00461804070776318
"Colorectal cancer","HLA-DRB1",0.00461791229522979
"Pancreatic Cancer","CLDN3",0.00461591542715791
"Stomach cancer","CLDN1",0.00461517432378273
"Stomach cancer","NOS3",0.00461366538848604
"Colorectal cancer","NR4A1",0.00461357440147865
"Pancreatic Cancer","MAP3K7",0.00461279852522707
"Colorectal cancer","FN1",0.00461033458695409
"Colorectal cancer","ST14",0.00460875564231322
"Stomach cancer","EGLN1",0.00460517965153012
"Pancreatic Cancer","DAXX",0.00460420238966642
"Liver cancer","CSF2RB",0.00460330553610661
"Esophageal cancer","PIK3C3",0.00460188638554013
"Colorectal cancer","KIF2C",0.00460156582430962
"Esophageal cancer","WNT1",0.00460055916535587
"Stomach cancer","PXN",0.004600015968951
"Esophageal cancer","INS",0.00459990531704902
"Liver cancer","NDST1",0.0045979405316766
"Stomach cancer","FEZF1",0.00459736046310806
"Stomach cancer","HOXD4",0.00459736046310806
"Pancreatic Cancer","HSPA1A",0.00459698368457215
"Stomach cancer","CDC20",0.00459691128530919
"Stomach cancer","FEZF2",0.00459677503823428
"Pancreatic Cancer","SERPINB2",0.00459638207902479
"Esophageal cancer","UGT2B4",0.00459635060511748
"Colorectal cancer","ATG10",0.00459595741351026
"Esophageal cancer","GHRL",0.00459437400430305
"Pancreatic Cancer","HDAC1",0.00459436700350008
"Colorectal cancer","MYL9",0.00459405896941512
"Liver cancer","PGAM1",0.00459296363736216
"Colorectal cancer","FEN1",0.00459283197497603
"Liver cancer","PDCD6",0.00459258938349059
"Colorectal cancer","TIFA",0.00459253030836037
"Stomach cancer","C8orf4",0.00459057406696658
"Pancreatic Cancer","NPY",0.00459039083473191
"Colorectal cancer","BIRC7",0.00458952004768197
"Colorectal cancer","PLK3",0.0045894342392342
"Colorectal cancer","PER2",0.00458763943991575
"Stomach cancer","ATN1",0.00458552875591833
"Pancreatic Cancer","CEACAM5",0.00458242417571702
"Liver cancer","ROCK1",0.00458134131323358
"Colorectal cancer","LTBR",0.00458089395326492
"Liver cancer","CCT3",0.00458045627035214
"Colorectal cancer","RPA2",0.0045762207137151
"Stomach cancer","KLK10",0.00457439960337403
"Colorectal cancer","FBXW7",0.00457431815758088
"Stomach cancer","LIN28A",0.0045739263845507
"Colorectal cancer","TNFRSF10C",0.00457317024798096
"Colorectal cancer","DFNA5",0.00457141996099797
"Stomach cancer","SOX4",0.00456964715772884
"Liver cancer","PDCD1LG2",0.00456877586111526
"Colorectal cancer","IL19",0.00456866298676935
"Colorectal cancer","RBFOX2",0.00456849091349213
"Colorectal cancer","HECA",0.00456600335040232
"Bile duct cancer","MUC16",0.00456575413839994
"Stomach cancer","CDC25B",0.0045655443620149
"Liver cancer","PCSK7",0.00456419575216456
"Stomach cancer","RASSF10",0.00456289564767136
"Bile duct cancer","EYA4",0.00456289535532463
"Colorectal cancer","CNRIP1",0.00456248203501645
"Bile duct cancer","ADRB1",0.00456077753643973
"Colorectal cancer","HIST1H1C",0.00455858307966861
"Liver cancer","PTMA",0.00455850045482809
"Liver cancer","CCR2",0.0045561870115328
"Liver cancer","ADAM10",0.0045559997258171
"Bile duct cancer","MMP9",0.00455565040053696
"Liver cancer","CDC25C",0.00455448005291189
"Colorectal cancer","DEFA6",0.00455412109585757
"Esophageal cancer","SRR",0.00455411703309717
"Esophageal cancer","FAM162A",0.00455202559003252
"Liver cancer","KIF11",0.00455113204718176
"Pancreatic Cancer","CXCL1",0.00455015884208074
"Colorectal cancer","RPLP2",0.00454820197669238
"Pancreatic Cancer","GPC1",0.00454726571414101
"Liver cancer","MYH2",0.0045471817194979
"Liver cancer","HRC",0.0045471817194979
"Liver cancer","TSPO2",0.0045471817194979
"Liver cancer","PHLDA2",0.0045471817194979
"Pancreatic Cancer","TEK",0.00454717650628353
"Stomach cancer","KCMF1",0.00454579033102018
"Colorectal cancer","CD27",0.00454545713143779
"Pancreatic Cancer","SULF1",0.00454368217234518
"Colorectal cancer","TUSC2",0.00454167332026682
"Pancreatic Cancer","CARD18",0.00454132030729626
"Bile duct cancer","DCT",0.00454101161184493
"Liver cancer","VTN",0.00454040448281383
"Colorectal cancer","BCAS1",0.00453925388791066
"Pancreatic Cancer","ABCB1",0.00453839037393936
"Colorectal cancer","UBE2Q1",0.00453804974013727
"Colorectal cancer","GGT2",0.00453804974013727
"Colorectal cancer","PRRX1",0.00453804974013727
"Colorectal cancer","SEMG1",0.00453804974013727
"Colorectal cancer","CASP12",0.00453804974013727
"Colorectal cancer","BHMT2",0.00453804974013727
"Liver cancer","EBAG9",0.0045373154966659
"Esophageal cancer","TAP2",0.00453556477773217
"Pancreatic Cancer","CACYBP",0.00453261394934952
"Stomach cancer","CDA",0.00453166864275783
"Colorectal cancer","KNG1",0.00453067364807355
"Bile duct cancer","DPYD",0.0045302069762058
"Colorectal cancer","HNRNPF",0.00452828137623149
"Stomach cancer","AFM",0.00452674939761349
"Stomach cancer","ID1",0.00452652089301637
"Liver cancer","TFEB",0.00452643873009496
"Bile duct cancer","PGK1",0.00452520661231443
"Colorectal cancer","ATG5",0.00452488142972309
"Liver cancer","ECHS1",0.00452365852654681
"Esophageal cancer","ATG5",0.00452304468505144
"Stomach cancer","OIP5",0.00452156836081217
"Colorectal cancer","IL4R",0.00452036923374964
"Colorectal cancer","MYD88",0.00451808479883708
"Colorectal cancer","SUGT1",0.00451760797071281
"Liver cancer","ORM1",0.00451520505604778
"Liver cancer","FOXP1",0.0045147324961243
"Colorectal cancer","CD19",0.00451272630245518
"Pancreatic Cancer","PRKCZ",0.00451193684767367
"Colorectal cancer","TYK2",0.00451148074390569
"Stomach cancer","RHOB",0.00451056781042882
"Colorectal cancer","BRCA2",0.00450933573813545
"Bile duct cancer","RAD23B",0.00450783439481876
"Liver cancer","HMGA2",0.00450611795479273
"Esophageal cancer","CUL2",0.00450605827000751
"Colorectal cancer","LAMB1",0.00450592195436638
"Liver cancer","E2F5",0.00450497987592654
"Colorectal cancer","HMOX1",0.00450443283967985
"Liver cancer","ITGB8",0.00450387522693126
"Stomach cancer","DISP1",0.00450353678018749
"Stomach cancer","DISP2",0.00450353678018749
"Stomach cancer","BDKRB2",0.00450124839767723
"Colorectal cancer","SLC10A2",0.00450034314845479
"Bile duct cancer","PNMA2",0.00450021000705686
"Liver cancer","CCR7",0.00449970236723086
"Colorectal cancer","KCNA3",0.00449931192695904
"Colorectal cancer","PRKAG2",0.00449762094303042
"Pancreatic Cancer","MITF",0.00449671396337611
"Esophageal cancer","FLNC",0.0044965996447153
"Liver cancer","YY1",0.00449521870602257
"Stomach cancer","IL3",0.00449486673085112
"Stomach cancer","MBD2",0.00449426417365929
"Colorectal cancer","CD164",0.00449418395458313
"Liver cancer","PI3",0.00449351801865988
"Liver cancer","BAK1",0.00449230450056323
"Liver cancer","OCA2",0.00448864300511385
"Colorectal cancer","OSMR",0.00448738267961231
"Stomach cancer","BIRC3",0.0044870645004988
"Liver cancer","TPD52L2",0.00448618689063979
"Stomach cancer","HLTF",0.00448588644536977
"Colorectal cancer","SLC6A4",0.00448565781223476
"Colorectal cancer","CCR9",0.00448525493373887
"Colorectal cancer","GNAQ",0.00448278171364374
"Colorectal cancer","HIP1R",0.00448202443470347
"Colorectal cancer","TRIP4",0.00448202443470347
"Bile duct cancer","GNAS",0.00448065454227306
"Colorectal cancer","ATF4",0.0044796274319899
"Liver cancer","AKR1C2",0.00447762208350025
"Colorectal cancer","TEAD1",0.00447680264386652
"Liver cancer","GHRL",0.00447613173284328
"Liver cancer","MIR34A",0.00447465179196301
"Liver cancer","IL17A",0.00447444026204488
"Liver cancer","FOXO1",0.00447443271404131
"Esophageal cancer","FOXF1",0.00447303338444772
"Liver cancer","ASL",0.00447263419078823
"Colorectal cancer","FBN2",0.00447205968739802
"Liver cancer","MIR196A2",0.00447152423949292
"Liver cancer","WNT3A",0.00447122880377222
"Liver cancer","CA12",0.00447116588679988
"Colorectal cancer","CCND2",0.00446824762427283
"Pancreatic Cancer","MIR222",0.00446637019201835
"Bile duct cancer","VDAC1",0.00446604507549953
"Pancreatic Cancer","NOTCH3",0.0044656660201363
"Stomach cancer","GJB6",0.00446475864078849
"Esophageal cancer","MIR200C",0.00446471476283938
"Liver cancer","PDCL2",0.00446461485419445
"Colorectal cancer","ANXA5",0.00446392724954794
"Colorectal cancer","TCF12",0.00446391444265919
"Stomach cancer","DUSP5",0.00446366928346185
"Bile duct cancer","PNMT",0.00446311212568686
"Liver cancer","GSTA1",0.00446305680378423
"Colorectal cancer","XRCC5",0.00446236213506667
"Pancreatic Cancer","NODAL",0.00445998643527753
"Liver cancer","INS",0.00445996293309434
"Pancreatic Cancer","VNN1",0.00445801945276621
"Colorectal cancer","XRCC6",0.00445602776544505
"Colorectal cancer","RRM2",0.00445557708530089
"Esophageal cancer","HIF1A",0.00445532654771695
"Colorectal cancer","MMP13",0.00445143317527812
"Stomach cancer","TERF1",0.00445043236380352
"Stomach cancer","CAPZA1",0.00444840006380792
"Pancreatic Cancer","WNT7B",0.00444762601579993
"Pancreatic Cancer","YY1",0.00444696126994745
"Colorectal cancer","LMTK3",0.0044462175360088
"Colorectal cancer","CRY1",0.00444437400448328
"Colorectal cancer","TFRC",0.00444403504744288
"Liver cancer","DKK4",0.00444388577607004
"Stomach cancer","PDGFRA",0.00444350750697223
"Esophageal cancer","XRCC5",0.00444168293416024
"Stomach cancer","PML",0.00444160124735352
"Bile duct cancer","WTAP",0.00444090708409536
"Esophageal cancer","GSR",0.00444072723378778
"Stomach cancer","PAK7",0.00443957143495668
"Pancreatic Cancer","STX1A",0.0044390295078337
"Stomach cancer","PLG",0.00443704484176905
"Pancreatic Cancer","CDC42BPA",0.00443613102765512
"Liver cancer","GJB1",0.00443549874621474
"Liver cancer","RPS3A",0.00443350217651046
"Liver cancer","PSMA4",0.00443350217651046
"Liver cancer","CDCA7L",0.00443350217651046
"Liver cancer","AMPD2",0.00443350217651046
"Liver cancer","PEX1",0.00443350217651046
"Liver cancer","SMAD6",0.00443350217651046
"Liver cancer","HIST1H2BF",0.00443350217651046
"Liver cancer","AMPD3",0.00443350217651046
"Liver cancer","APOBEC3H",0.00443350217651046
"Stomach cancer","PRDM4",0.00443316901799706
"Pancreatic Cancer","RAF1",0.00443284181449353
"Colorectal cancer","RAD17",0.00443233349997614
"Colorectal cancer","NEIL2",0.00443149258321261
"Stomach cancer","STK11",0.00443133242544979
"Colorectal cancer","ROBO2",0.00443128440886876
"Liver cancer","IFI16",0.00442760876346005
"Esophageal cancer","NUMB",0.0044274941966105
"Liver cancer","MTTP",0.0044243232222303
"Colorectal cancer","BRD7",0.00442404581686408
"Colorectal cancer","POLK",0.00442395639241907
"Colorectal cancer","HMOX2",0.00442342022676737
"Stomach cancer","CDC25A",0.0044223560217492
"Stomach cancer","VCAN",0.00442125520801758
"Pancreatic Cancer","HDAC9",0.00442053627724276
"Liver cancer","CDK14",0.00441973701824597
"Pancreatic Cancer","HDAC6",0.00441960323934604
"Colorectal cancer","ADRM1",0.00441943357697541
"Esophageal cancer","GSTP1",0.00441941020905326
"Esophageal cancer","KAT8",0.00441814248444333
"Esophageal cancer","GALNT14",0.0044180824534133
"Stomach cancer","SLC4A3",0.00441494120019213
"Pancreatic Cancer","GPX4",0.00441373597985971
"Colorectal cancer","BAG3",0.00441303882834355
"Stomach cancer","LEP",0.00441280556858557
"Liver cancer","ROCK2",0.00441198051687166
"Colorectal cancer","PLG",0.00441048113482067
"Stomach cancer","HOXB9",0.00440954249616496
"Pancreatic Cancer","UCHL1",0.00440878889698941
"Colorectal cancer","MAPK7",0.00440803010790943
"Pancreatic Cancer","OTC",0.00440794656999386
"Colorectal cancer","PIAS1",0.00440718120108017
"Colorectal cancer","MAPRE2",0.00440614371681004
"Liver cancer","ANK3",0.00440598953770394
"Bile duct cancer","HDAC6",0.00440559153519303
"Stomach cancer","ANLN",0.00440255867756622
"Pancreatic Cancer","GTF2H3",0.00440208538565794
"Pancreatic Cancer","KLF4",0.0044019607493171
"Liver cancer","TYR",0.00440069813284023
"Colorectal cancer","CDHR5",0.00440053308134523
"Colorectal cancer","CORO2A",0.00440053308134523
"Colorectal cancer","FAM101A",0.00440053308134523
"Colorectal cancer","ZAP70",0.00440053308134523
"Colorectal cancer","FXR1",0.00440053308134523
"Colorectal cancer","PDE2A",0.00440053308134523
"Pancreatic Cancer","TGFBR1",0.00440033503293308
"Colorectal cancer","MTHFD1",0.00439946757670552
"Pancreatic Cancer","RALA",0.00439778562727005
"Pancreatic Cancer","DST",0.00439608797127737
"Pancreatic Cancer","TLR4",0.00439539373266684
"Esophageal cancer","PRMT5",0.00439423485124712
"Liver cancer","YBX1",0.00439320800460928
"Liver cancer","FGR",0.00439273583483544
"Colorectal cancer","NTRK1",0.00439122384938369
"Liver cancer","ANXA7",0.00438896773057137
"Stomach cancer","MAPK9",0.00438420597999865
"Stomach cancer","STARD3",0.00438400954514738
"Pancreatic Cancer","TRPS1",0.00438383688947925
"Colorectal cancer","ST3GAL1",0.00438232068126441
"Colorectal cancer","PTK7",0.00438220738786287
"Stomach cancer","CHRNA5",0.00438086880100745
"Stomach cancer","HHIPL2",0.00438084867539524
"Colorectal cancer","MT1X",0.00437979314293524
"Pancreatic Cancer","MUT",0.00437872988140594
"Stomach cancer","CCDC134",0.00437843853629339
"Stomach cancer","LMO1",0.00437843853629339
"Stomach cancer","GPR152",0.00437843853629339
"Stomach cancer","CORO1B",0.00437843853629339
"Stomach cancer","IGFBP6",0.00437843853629339
"Colorectal cancer","GPX2",0.00437833316023073
"Pancreatic Cancer","CTSH",0.0043777608825544
"Stomach cancer","GATA3",0.00437750187768051
"Colorectal cancer","RAD21",0.00437569547507622
"Colorectal cancer","ABCA3",0.0043755174801903
"Liver cancer","HAMP",0.00437542799112732
"Colorectal cancer","TLR7",0.0043735383101182
"Colorectal cancer","USP7",0.00437276413060011
"Colorectal cancer","HLA-DOA",0.00437273464974463
"Liver cancer","ADIPOQ",0.00437188407775857
"Colorectal cancer","GDF15",0.00437094976569472
"Colorectal cancer","CYP3A5",0.00437038715107134
"Stomach cancer","KLF4",0.00436932332073261
"Colorectal cancer","SMOX",0.00436889112326135
"Stomach cancer","HNRNPK",0.00436707629007907
"Stomach cancer","NQO2",0.00436431293850139
"Colorectal cancer","RAD54B",0.00436345811785376
"Pancreatic Cancer","SLC2A2",0.00436280393446805
"Colorectal cancer","HMGA1",0.0043620069215312
"Stomach cancer","CSF2RB",0.00436162915538342
"Liver cancer","CLDN10",0.00436115412792273
"Pancreatic Cancer","NOS3",0.00436083333269092
"Bile duct cancer","PSCA",0.00436076976082229
"Stomach cancer","RELN",0.00436056595919612
"Colorectal cancer","SETD1B",0.00435652775053178
"Colorectal cancer","SETDB2",0.00435652775053178
"Liver cancer","GABRA3",0.00435572143657168
"Liver cancer","FAM189B",0.00435572143657168
"Liver cancer","HHEX",0.00435572143657168
"Liver cancer","KCNRG",0.00435572143657168
"Liver cancer","COL6A2",0.00435572143657168
"Liver cancer","CTSA",0.00435511202949853
"Colorectal cancer","PTTG1",0.00435488845517704
"Pancreatic Cancer","FLT3",0.00435438646247325
"Pancreatic Cancer","HAVCR2",0.00435428467273999
"Esophageal cancer","CA3",0.00435324964007064
"Bile duct cancer","BMP3",0.004352332883395
"Liver cancer","C16orf62",0.00435065120227835
"Colorectal cancer","TNFRSF17",0.00434972986928796
"Liver cancer","CPA6",0.00434798145124281
"Bile duct cancer","CD1A",0.00434643801264114
"Stomach cancer","BCL2L11",0.00434552025980022
"Esophageal cancer","CD81",0.0043452956879547
"Colorectal cancer","TAP1",0.00434513187713192
"Colorectal cancer","NANOGP8",0.00434503654237445
"Colorectal cancer","FADD",0.00434413389061626
"Liver cancer","IL1A",0.00434271209005491
"Pancreatic Cancer","IL1B",0.00434094541087255
"Stomach cancer","SEMA3B",0.00433927877183994
"Liver cancer","PTCH1",0.00433918780959939
"Liver cancer","LPCAT1",0.00433664968464088
"Bile duct cancer","HDAC1",0.00433655434633277
"Liver cancer","CBX4",0.00433475176852403
"Liver cancer","EFEMP1",0.00433444187313275
"Bile duct cancer","F2R",0.00433346108145866
"Colorectal cancer","NOC3L",0.00433284188192618
"Colorectal cancer","FXYD5",0.00433198217943676
"Stomach cancer","TNFRSF14",0.00433081065371736
"Colorectal cancer","VCAM1",0.00433079440370431
"Esophageal cancer","GARS",0.00433006793816181
"Stomach cancer","PLK1",0.00432979868433181
"Liver cancer","REG3A",0.00432827371085778
"Pancreatic Cancer","EBAG9",0.00432802846406247
"Stomach cancer","FGF9",0.0043258703499437
"Stomach cancer","BCL6",0.00432551667196555
"Liver cancer","MIR15B",0.00432525761096236
"Colorectal cancer","DIXDC1",0.00432465495298366
"Liver cancer","B4GALNT1",0.00432305832876469
"Colorectal cancer","LDLR",0.00432268378232108
"Liver cancer","STOM",0.00432247944280992
"Colorectal cancer","MMP17",0.00432229209426373
"Colorectal cancer","ADH1C",0.00432218714998435
"Colorectal cancer","TTYH2",0.00432195213346406
"Colorectal cancer","CSMD3",0.00432195213346406
"Colorectal cancer","TNNC1",0.00432195213346406
"Colorectal cancer","PPP2CB",0.00432195213346406
"Colorectal cancer","PYCR1",0.00432177356903648
"Liver cancer","A2M",0.00432128695048085
"Colorectal cancer","PHLPP1",0.00432047189972634
"Colorectal cancer","BIRC3",0.00432008742292607
"Pancreatic Cancer","CAV1",0.00431934171632781
"Colorectal cancer","LAMC2",0.00431785642265337
"Liver cancer","ADCY1",0.00431399937915551
"Colorectal cancer","M6PR",0.00431166159873536
"Pancreatic Cancer","SSTR5",0.00431141313284555
"Colorectal cancer","TBXA2R",0.00431136045149474
"Stomach cancer","GDF15",0.00431093844983183
"Pancreatic Cancer","FANCD2",0.00431038626141333
