#filename	date	concept_num	concept
8167103	1994-05-27	Bile duct cancer	4
27566566	2016-08-27	Liver cancer	4
12645337	2003-03-20	Bile duct cancer	3
12645337	2003-03-20	Liver cancer	8
11305490	2001-04-17	Pancreatic Cancer	1
11305490	2001-04-17	Bile duct cancer	1
27933567	2016-12-09	Liver cancer	5
26729319	2016-07-27	Liver cancer	7
24661655	2014-03-25	Bile duct cancer	2
24661655	2014-03-25	Liver cancer	2
19449060	2009-07-06	Liver cancer	1
17708250	2007-08-21	Bile duct cancer	5
17708250	2007-08-21	Liver cancer	1
25971532	2015-06-10	Pancreatic Cancer	1
25971532	2015-06-10	Bile duct cancer	5
8376137	1993-10-20	Stomach cancer	1
8376137	1993-10-20	Colorectal cancer	1
24895231	2014-09-22	Bile duct cancer	4
23012669	2012-09-26	Bile duct cancer	1
20544687	2010-06-29	Bile duct cancer	6
18172731	2008-02-08	Bile duct cancer	6
12125919	2002-07-19	Bile duct cancer	3
10436811	1999-09-09	Bile duct cancer	1
10436811	1999-09-09	Pancreatic Cancer	7
20124636	2010-02-03	Stomach cancer	1
20124636	2010-02-03	Colorectal cancer	2
20124636	2010-02-03	Liver cancer	1
21884202	2011-09-02	Bile duct cancer	7
21884202	2011-09-02	Liver cancer	1
12063947	2002-06-14	Pancreatic Cancer	1
12063947	2002-06-14	Bile duct cancer	1
28078124	2017-01-12	Bile duct cancer	12
14615419	2003-11-17	Bile duct cancer	1
23132676	2013-02-20	Bile duct cancer	13
20480521	2010-05-18	Bile duct cancer	4
13329994	1956-12-01	Stomach cancer	1
26320466	2015-08-31	Bile duct cancer	3
23029359	2012-10-02	Bile duct cancer	1
23029359	2012-10-02	Pancreatic Cancer	9
2614913	1990-03-15	Pancreatic Cancer	1
2614913	1990-03-15	Esophageal cancer	1
2614913	1990-03-15	Bile duct cancer	1
2614913	1990-03-15	Stomach cancer	1
2614913	1990-03-15	Liver cancer	1
22901367	2012-11-21	Bile duct cancer	2
26405170	2015-11-03	Liver cancer	4
25413059	2014-11-21	Liver cancer	12
18081149	2008-04-02	Bile duct cancer	7
1632116	1992-08-18	Pancreatic Cancer	1
15385281	2004-09-23	Pancreatic Cancer	1
12229159	2002-09-16	Bile duct cancer	5
19557416	2009-10-15	Liver cancer	2
15905121	2006-08-07	Liver cancer	5
27998773	2016-12-21	Liver cancer	2
16596179	2006-04-05	Bile duct cancer	2
24461131	2014-01-27	Bile duct cancer	4
17514383	2007-11-16	Colorectal cancer	1
17514383	2007-11-16	Liver cancer	1
19384907	2009-06-18	Bile duct cancer	3
20388063	2010-05-24	Bile duct cancer	3
22234835	2012-05-30	Liver cancer	6
16082719	2005-10-24	Pancreatic Cancer	1
24532432	2014-06-12	Bile duct cancer	9
16906389	2006-09-06	Bile duct cancer	5
25651692	2015-02-05	Bile duct cancer	1
10470661	1999-09-13	Bile duct cancer	4
17415341	2007-04-06	Liver cancer	1
27338241	2016-08-30	Bile duct cancer	5
27630357	2016-09-16	Bile duct cancer	3
19816939	2010-03-29	Bile duct cancer	13
