#filename	date	concept_num	concept
23652987	2013-05-24	Colorectal cancer	5
10408787	1999-08-12	Colorectal cancer	1
17476321	2007-05-03	Colorectal cancer	2
19550124	2009-06-26	Colorectal cancer	6
23777983	2013-10-21	Colorectal cancer	4
19700324	2009-09-14	Colorectal cancer	1
19424639	2009-05-08	Colorectal cancer	5
10615123	2000-02-10	Colorectal cancer	6
22731636	2012-09-06	Colorectal cancer	8
23569465	2013-04-09	Colorectal cancer	3
23555732	2013-04-04	Colorectal cancer	9
17675336	2007-12-06	Pancreatic Cancer	1
17675336	2007-12-06	Stomach cancer	1
17675336	2007-12-06	Colorectal cancer	2
17675336	2007-12-06	Liver cancer	1
10341879	1999-06-10	Colorectal cancer	6
7519877	1994-09-12	Colorectal cancer	4
7519877	1994-09-12	Liver cancer	4
18057763	2007-12-06	Colorectal cancer	2
20811668	2010-09-02	Colorectal cancer	2
11920781	2002-03-28	Colorectal cancer	6
12799635	2003-06-11	Liver cancer	3
10637237	2000-02-02	Stomach cancer	3
10637237	2000-02-02	Colorectal cancer	2
22179665	2012-02-02	Colorectal cancer	9
17369830	2007-03-29	Colorectal cancer	2
15930362	2005-06-02	Colorectal cancer	9
16637060	2006-08-24	Colorectal cancer	12
17139886	2006-12-04	Colorectal cancer	5
23874544	2013-07-22	Colorectal cancer	5
22270866	2012-05-03	Colorectal cancer	6
22952177	2012-09-21	Colorectal cancer	9
7478513	1995-12-28	Colorectal cancer	2
20162577	2010-09-27	Colorectal cancer	8
12376477	2002-10-11	Colorectal cancer	2
15601308	2004-12-16	Stomach cancer	2
15601308	2004-12-16	Colorectal cancer	2
21148749	2011-02-02	Colorectal cancer	5
12754738	2003-05-19	Pancreatic Cancer	1
12754738	2003-05-19	Colorectal cancer	5
10982392	2000-12-07	Colorectal cancer	1
15618237	2005-02-24	Colorectal cancer	4
15073847	2004-04-09	Colorectal cancer	5
12569594	2003-02-05	Colorectal cancer	6
22974840	2012-11-26	Colorectal cancer	6
16859832	2006-08-14	Colorectal cancer	6
21056691	2011-05-30	Colorectal cancer	7
19342968	2009-04-30	Colorectal cancer	1
19450806	2009-06-03	Colorectal cancer	3
1913671	1991-11-13	Colorectal cancer	1
22034905	2012-02-02	Stomach cancer	3
22034905	2012-02-02	Colorectal cancer	3
10772418	2000-05-25	Colorectal cancer	9
12584182	2003-02-13	Colorectal cancer	5
11948461	2002-04-11	Colorectal cancer	3
6174460	1982-05-12	Colorectal cancer	2
19582719	2009-07-14	Colorectal cancer	6
21769426	2011-09-02	Colorectal cancer	1
19337914	2009-04-01	Colorectal cancer	4
14669355	2003-12-11	Stomach cancer	4
14669355	2003-12-11	Colorectal cancer	2
20729907	2010-12-14	Colorectal cancer	1
21152938	2011-02-18	Colorectal cancer	10
23747337	2013-08-26	Colorectal cancer	8
22647487	2013-02-26	Colorectal cancer	2
10399321	1999-09-14	Colorectal cancer	2
18523027	2009-04-10	Colorectal cancer	12
18452847	2008-05-02	Colorectal cancer	1
20470206	2010-06-17	Colorectal cancer	1
12485498	2002-12-17	Colorectal cancer	3
12646221	2003-03-20	Colorectal cancer	2
